-0.93333333	-0.26666667	0.56273140
-0.93333333	-0.13333333	0.78814913
-0.93333333	0.00000000	0.74886380
-0.93333333	0.13333333	0.63434467
-0.93333333	0.26666667	0.58494048
-0.80000000	-0.53333333	0.29790120
-0.80000000	-0.40000000	0.36039730
-0.80000000	-0.26666667	0.38256681
-0.80000000	-0.13333333	0.59696720
-0.80000000	0.00000000	0.53534450
-0.80000000	0.13333333	0.42083980
-0.80000000	0.26666667	0.48296013
-0.80000000	0.40000000	0.36971187
-0.80000000	0.53333333	0.23367354
-0.66666667	-0.66666667	-0.00000000
-0.66666667	-0.53333333	0.12576543
-0.66666667	-0.40000000	0.19656640
-0.66666667	-0.26666667	0.25382222
-0.66666667	-0.13333333	0.41417955
-0.66666667	0.00000000	0.37470720
-0.66666667	0.13333333	0.29918763
-0.66666667	0.26666667	0.31712043
-0.66666667	0.40000000	0.20231783
-0.66666667	0.53333333	0.07934869
-0.66666667	0.66666667	-0.00000000
-0.53333333	-0.80000000	-0.29790120
-0.53333333	-0.66666667	-0.12576543
-0.53333333	-0.53333333	0.00000000
-0.53333333	-0.40000000	0.07857783
-0.53333333	-0.26666667	0.16227467
-0.53333333	-0.13333333	0.30347925
-0.53333333	0.00000000	0.27146798
-0.53333333	0.13333333	0.21094742
-0.53333333	0.26666667	0.17919753
-0.53333333	0.40000000	0.07898029
-0.53333333	0.53333333	-0.01533166
-0.53333333	0.66666667	-0.21899091
-0.53333333	0.80000000	-0.28875413
-0.40000000	-0.80000000	-0.36039730
-0.40000000	-0.66666667	-0.19656640
-0.40000000	-0.53333333	-0.07857783
-0.40000000	-0.40000000	0.00000000
-0.40000000	-0.26666667	0.08389662
-0.40000000	-0.13333333	0.20271276
-0.40000000	0.00000000	0.18164663
-0.40000000	0.13333333	0.12683082
-0.40000000	0.26666667	0.08338970
-0.40000000	0.40000000	0.00008736
-0.40000000	0.53333333	-0.07790091
-0.40000000	0.66666667	-0.31288246
-0.40000000	0.80000000	-0.34505679
-0.26666667	-0.93333333	-0.56273140
-0.26666667	-0.80000000	-0.38256681
-0.26666667	-0.66666667	-0.25382222
-0.26666667	-0.53333333	-0.16227467
-0.26666667	-0.40000000	-0.08389662
-0.26666667	-0.26666667	0.00000000
-0.26666667	-0.13333333	0.10389045
-0.26666667	0.00000000	0.12557496
-0.26666667	0.13333333	0.05777640
-0.26666667	0.26666667	-0.01924794
-0.26666667	0.40000000	-0.08411964
-0.26666667	0.53333333	-0.14406014
-0.26666667	0.66666667	-0.36066524
-0.26666667	0.80000000	-0.39345718
-0.26666667	0.93333333	-0.52162015
-0.13333333	-0.93333333	-0.78814913
-0.13333333	-0.80000000	-0.59696720
-0.13333333	-0.66666667	-0.41417955
-0.13333333	-0.53333333	-0.30347925
-0.13333333	-0.40000000	-0.20271276
-0.13333333	-0.26666667	-0.10389045
-0.13333333	-0.13333333	0.00000000
-0.13333333	0.00000000	0.03456144
-0.13333333	0.13333333	-0.01028325
-0.13333333	0.26666667	-0.18699132
-0.13333333	0.40000000	-0.20660466
-0.13333333	0.53333333	-0.23001433
-0.13333333	0.66666667	-0.65859314
-0.13333333	0.80000000	-0.64957002
-0.13333333	0.93333333	-0.68133225
0.00000000	-0.93333333	-0.74886380
0.00000000	-0.80000000	-0.53534450
0.00000000	-0.66666667	-0.37470720
0.00000000	-0.53333333	-0.27146798
0.00000000	-0.40000000	-0.18164663
0.00000000	-0.26666667	-0.12557496
0.00000000	-0.13333333	-0.03456144
0.00000000	0.00000000	0.00000000
0.00000000	0.13333333	-0.03951263
0.00000000	0.26666667	-0.20184667
0.00000000	0.40000000	-0.18504238
0.00000000	0.53333333	-0.20286760
0.00000000	0.66666667	-0.60901608
0.00000000	0.80000000	-0.58662990
0.00000000	0.93333333	-0.63868369
0.13333333	-0.93333333	-0.63434467
0.13333333	-0.80000000	-0.42083980
0.13333333	-0.66666667	-0.29918763
0.13333333	-0.53333333	-0.21094742
0.13333333	-0.40000000	-0.12683082
0.13333333	-0.26666667	-0.05777640
0.13333333	-0.13333333	0.01028325
0.13333333	0.00000000	0.03951263
0.13333333	0.13333333	0.00000000
0.13333333	0.26666667	-0.10519180
0.13333333	0.40000000	-0.12885059
0.13333333	0.53333333	-0.16866159
0.13333333	0.66666667	-0.44781782
0.13333333	0.80000000	-0.44924981
0.13333333	0.93333333	-0.56414002
0.26666667	-0.93333333	-0.58494048
0.26666667	-0.80000000	-0.48296013
0.26666667	-0.66666667	-0.31712043
0.26666667	-0.53333333	-0.17919753
0.26666667	-0.40000000	-0.08338970
0.26666667	-0.26666667	0.01924794
0.26666667	-0.13333333	0.18699132
0.26666667	0.00000000	0.20184667
0.26666667	0.13333333	0.10519180
0.26666667	0.26666667	-0.00000000
0.26666667	0.40000000	-0.08357834
0.26666667	0.53333333	-0.16092451
0.26666667	0.66666667	-0.47425444
0.26666667	0.80000000	-0.50029510
0.26666667	0.93333333	-0.53343753
0.40000000	-0.80000000	-0.36971187
0.40000000	-0.66666667	-0.20231783
0.40000000	-0.53333333	-0.07898029
0.40000000	-0.40000000	-0.00008736
0.40000000	-0.26666667	0.08411964
0.40000000	-0.13333333	0.20660466
0.40000000	0.00000000	0.18504238
0.40000000	0.13333333	0.12885059
0.40000000	0.26666667	0.08357834
0.40000000	0.40000000	0.00000000
0.40000000	0.53333333	-0.07827013
0.40000000	0.66666667	-0.32637272
0.40000000	0.80000000	-0.35700198
0.53333333	-0.80000000	-0.23367354
0.53333333	-0.66666667	-0.07934869
0.53333333	-0.53333333	0.01533166
0.53333333	-0.40000000	0.07790091
0.53333333	-0.26666667	0.14406014
0.53333333	-0.13333333	0.23001433
0.53333333	0.00000000	0.20286760
0.53333333	0.13333333	0.16866159
0.53333333	0.26666667	0.16092451
0.53333333	0.40000000	0.07827013
0.53333333	0.53333333	0.00000000
0.53333333	0.66666667	-0.14295545
0.53333333	0.80000000	-0.22955701
0.66666667	-0.66666667	-0.00000000
0.66666667	-0.53333333	0.21899091
0.66666667	-0.40000000	0.31288246
0.66666667	-0.26666667	0.36066524
0.66666667	-0.13333333	0.65859314
0.66666667	0.00000000	0.60901608
0.66666667	0.13333333	0.44781782
0.66666667	0.26666667	0.47425444
0.66666667	0.40000000	0.32637272
0.66666667	0.53333333	0.14295545
0.66666667	0.66666667	-0.00000000
0.80000000	-0.53333333	0.28875413
0.80000000	-0.40000000	0.34505679
0.80000000	-0.26666667	0.39345718
0.80000000	-0.13333333	0.64957002
0.80000000	0.00000000	0.58662990
0.80000000	0.13333333	0.44924981
0.80000000	0.26666667	0.50029510
0.80000000	0.40000000	0.35700198
0.80000000	0.53333333	0.22955701
0.93333333	-0.26666667	0.52162015
0.93333333	-0.13333333	0.68133225
0.93333333	0.00000000	0.63868369
0.93333333	0.13333333	0.56414002
0.93333333	0.26666667	0.53343753
