-0.93333333	-0.26666667	-0.00000000
-0.93333333	-0.13333333	-0.00000000
-0.93333333	0.00000000	-0.00000000
-0.93333333	0.13333333	-0.00000000
-0.93333333	0.26666667	-0.00000000
-0.80000000	-0.53333333	-0.00000000
-0.80000000	-0.40000000	-0.00000000
-0.80000000	-0.26666667	-0.00000000
-0.80000000	-0.13333333	-0.00000000
-0.80000000	0.00000000	-0.00000000
-0.80000000	0.13333333	-0.00000000
-0.80000000	0.26666667	-0.00000000
-0.80000000	0.40000000	-0.00000000
-0.80000000	0.53333333	-0.00000000
-0.66666667	-0.66666667	-0.00000000
-0.66666667	-0.53333333	-0.00000000
-0.66666667	-0.40000000	-0.00000000
-0.66666667	-0.26666667	-0.00000000
-0.66666667	-0.13333333	-0.00000000
-0.66666667	0.00000000	-0.00000000
-0.66666667	0.13333333	-0.00000000
-0.66666667	0.26666667	-0.00000000
-0.66666667	0.40000000	-0.00000000
-0.66666667	0.53333333	-0.00000000
-0.66666667	0.66666667	-0.00000000
-0.53333333	-0.80000000	-0.00000000
-0.53333333	-0.66666667	-0.00000000
-0.53333333	-0.53333333	-0.00000000
-0.53333333	-0.40000000	-0.00000000
-0.53333333	-0.26666667	-0.00000000
-0.53333333	-0.13333333	-0.00000000
-0.53333333	0.00000000	-0.00000000
-0.53333333	0.13333333	-0.00000000
-0.53333333	0.26666667	-0.00000000
-0.53333333	0.40000000	-0.00000000
-0.53333333	0.53333333	-0.00000000
-0.53333333	0.66666667	-0.00000000
-0.53333333	0.80000000	-0.00000000
-0.40000000	-0.80000000	-0.00000000
-0.40000000	-0.66666667	-0.00000000
-0.40000000	-0.53333333	-0.00000000
-0.40000000	-0.40000000	-0.00000000
-0.40000000	-0.26666667	-0.00000000
-0.40000000	-0.13333333	-0.00000000
-0.40000000	0.00000000	-0.00000000
-0.40000000	0.13333333	-0.00000000
-0.40000000	0.26666667	-0.00000000
-0.40000000	0.40000000	-0.00000000
-0.40000000	0.53333333	-0.00000000
-0.40000000	0.66666667	-0.00000000
-0.40000000	0.80000000	-0.00000000
-0.26666667	-0.93333333	-0.00000000
-0.26666667	-0.80000000	-0.00000000
-0.26666667	-0.66666667	-0.00000000
-0.26666667	-0.53333333	-0.00000000
-0.26666667	-0.40000000	-0.00000000
-0.26666667	-0.26666667	-0.00000000
-0.26666667	-0.13333333	-0.00000000
-0.26666667	0.00000000	-0.00000000
-0.26666667	0.13333333	-0.00000000
